Investment Amount,Risk Tolerance,ROI,Investment Duration
0.5948851375616011,0.37122667391040143,0.7014126317256353,0.40253884205424106
0.24618481902217632,0.6765659809312159,0.5679357721053105,0.20803268438023437
0.46105737378218836,0.02056269443487574,0.8397656840405069,0.3986162253905763
0.5181435123773792,0.6386517998245829,0.784194588877878,0.33102722259358264
0.49518232041308147,1.0,0.7984037695985599,0.35068771776002283
0.6304709744067444,0.0910477986221569,0.5947930314664839,0.5443632003468815
0.43551601352355984,0.5569118502831187,0.26933141602575106,0.27434931057207435
0.8242061334648942,0.30140534666101726,0.9194305423507391,0.48132051867479775
0.6000414129836394,0.6277661618579107,0.6042325087983191,0.37210370696681916
0.5981399357722771,0.5057443332247256,0.5274448471913759,0.37202398315041657
0.5344210566974164,0.30755392728670716,0.8386957823827987,0.47903718960517117
0.6310381367717958,0.6463616854613222,0.621597472016174,0.43400512945688907
0.7650196529335269,1.0,0.9119872768093243,0.45706129972195314
0.4265739568578199,0.4427288624818104,0.8234011899153395,0.49681846605328617
0.46837670218494865,0.7159273826444545,0.8367138646400955,0.3668691616816677
0.539254794244667,0.11201811263865091,0.4268088577598931,0.33877632654922496
0.330825815305357,0.21306908695459736,0.9423887970772801,0.2914849473442202
0.4361484280557004,0.6417218833641132,0.7522501062467711,0.31745894700210453
0.5047558252910682,0.9452348085607895,0.6261445721507594,0.6949094425308726
0.7748778361425455,0.606684004635698,0.7286776934684501,0.5244679580736787
0.652512265800385,0.4060825908430537,0.34475295342033596,0.26489256337919787
0.6387179822735088,0.49978742162700623,0.7817305622961341,0.267754204325643
0.7701795924335945,0.12487767980908476,0.49412569836358566,0.4481866061718492
0.5725256423201206,0.68135459790661,0.4294659428312931,0.45472647973779673
0.6780929699857778,0.7646999186970227,0.3955281627564217,0.45488838353173644
0.5793556494135007,0.3643729001500759,0.922537674997985,0.37450442064463024
0.6530724698799256,0.35898735567214957,0.5741473212614422,0.38745457399971
0.4834482684776836,0.5797634688956146,1.0,0.43278795241593576
0.11223656834471413,0.3689840791878214,0.5928397073895404,0.4085893006293331
0.5731441675627391,0.48016021561225325,0.3585284084814106,0.1780699627252465
0.884549627219988,1.0,0.47669511201026815,0.37702003694248065
0.7852430804483185,0.42589228977620097,0.9471623240013877,0.3148593565739687
0.7930794969182341,0.39249795439363333,0.6688203644126665,0.4175211418908512
0.8472261443612435,0.30573745830945226,0.5903425407018797,0.698525900260341
0.6177315181922874,0.723257591449981,0.7320036451705575,0.4367481665474305
0.6394631414811192,0.4456327480345691,0.800356547233509,0.3686470313827602
0.47646962091312994,0.3051880885035722,0.9234797631804921,0.49218015019772526
0.53678542879459,0.8963912096819036,0.9896998459785853,0.4482687887209213
0.7231542299542283,0.9258809013540912,0.6280462708421828,0.44200944904518413
0.8407768874337632,0.3198729302783885,0.4347904627835923,0.4606850593215671
0.5721107448638001,0.0,0.6173069677753448,0.6056543564829542
0.5099621470297176,0.8022541069510767,0.7520561013165772,0.28691115646740845
0.6001055917713194,0.2946110522719988,0.5072482147578777,0.44736320768114546
0.720241349785823,0.7371876797488306,0.5085698170209914,0.3073618870018462
0.3112290367732916,0.0,0.768757576309977,0.45555126463422485
0.14076380937255234,0.7677792014897927,0.6902695296859097,0.3081313488513906
0.48989263010168327,0.13664842121576565,0.7065593990823172,0.35826331863949157
0.3558575148171682,0.7192292357199573,0.5483009330599861,0.37049100857620937
0.4983719604705378,0.5042819203509302,0.6539198571588465,0.49758167193447095
0.5704439362365057,0.21381817418100657,0.5151533711463391,0.4918454443942414
0.5093503181953973,0.37788910612196586,0.8780396822249573,0.27542826235536155
0.8904935068941491,0.7058955370870102,0.9070498669447504,0.4054934110999849
0.665348952920464,0.5317683359345703,0.33076242755238117,0.32904201452508275
0.6600948719221656,0.6753238941417452,0.5140978279615179,0.2741495089324666
0.7244414288086803,1.0,0.40069414898198413,0.37829829495756295
0.37223337644384613,0.030727516486684592,0.5699952131186203,0.3691517211544181
0.8078223574840537,0.9851637724905872,0.6833124060419278,0.6426716486345523
0.584847142692908,0.5313067812569638,0.4100709560602939,0.4432959825360696
0.7340961234482425,0.23036478550306155,0.5156280373749373,0.2622382499245763
0.3856285533919689,0.10090591227830309,0.4992085255837002,0.34352259958290576
0.28924824679678707,0.44326388276688994,0.7414534658797888,0.5021383295429399
0.7635779316050058,0.7764950335773377,0.7138688674072501,0.6088442772869925
0.6752819052195033,0.46173526388673974,0.5556524893325493,0.24140166877620417
0.4195896891284979,0.9533464790742042,0.7353641744278796,0.2120075614860955
0.4260673837450611,0.06464729298453237,0.5906639830825469,0.5870965175371783
0.8250869568829539,0.49637331564618364,0.6456689779347893,0.4389614177370904
0.36211762142653436,0.12428196667606428,1.0,0.31317072681236335
0.9285345906511927,0.6090895647874903,0.9680922103580696,0.4534629086122436
0.4198758530704262,0.7660662170291901,0.4400837526144804,0.13642522609831226
0.7276783851216766,0.373771461895684,0.8659464835758348,0.4003375506597161
0.534276304850203,0.0,0.8622793108983184,0.43278211728430854
0.7206374862164686,0.5596844440389483,0.4703473422494763,0.492427013953783
0.49117719957716144,0.6310215655200528,0.8637555287509721,0.29861040477074624
0.5674414187855411,0.6212884264885092,1.0,0.4085687161403359
0.6081838350791442,0.8707346575466461,0.4754910387511172,0.3074575373940413
0.3995625088437054,0.17868389610528534,0.5164994357971472,0.42553837556743174
0.7481648690840251,0.7040648316351348,0.9035322933687004,0.3104653677636976
0.4973572867056829,0.8577522537433925,0.7542990621651295,0.359189916083978
0.5542800169319962,0.0,0.8102952550479046,0.3004184605209771
0.4011301250782975,0.5958955477756932,0.7681178432800994,0.46511362418236574
0.08753326824093788,0.3487460506976986,0.7781391841856288,0.4858451116656666
0.5617944474799662,0.47554319806950623,0.43470557433778334,0.37653794300425864
1.0,0.604302945061501,0.9094635413242896,0.40382379949600283
0.7569208575796047,0.3538314307659343,0.9339179984855547,0.2551408585366456
0.596147924053121,0.29728757625151647,0.6541218511863944,0.3700323351993213
0.5474218341583464,0.5102457252464074,0.6913046100372274,0.39497953829582555
0.6044931785624093,0.17382621834115924,0.3937784994888555,0.6620793091029975
0.709423823035042,0.1742524613344444,0.802850951203567,0.28880329742258365
0.363837436938231,0.703811984886951,0.8144114883428288,0.5464177238752438
0.8228643389337744,0.1553617894524032,0.6875617966001377,0.4996858773465808
0.7430762630882488,0.6998937502727636,0.9248706719741004,0.4280636404490137
0.7436371451415869,0.6387773878561853,0.6331845538040118,0.5758620484195134
0.6876951477619454,0.0,0.81292118517872,0.4372105472606863
0.603923331538798,0.2967306042993035,0.49606713226157684,0.4389159195667929
0.734572247193364,0.8582328209142117,0.6952895698251523,0.3946879346982455
0.7183628267482756,0.2056503406580955,0.6651291484194328,0.5223568882418628
0.5291918578117952,0.3606787213071837,0.7450615844081883,0.5096469233810884
0.4852796454206198,0.638618267975569,0.6260946142333282,0.3374322712503788
0.6203712590523973,0.7350171527847786,0.6737054808656664,0.2680752805401233
0.9098040302990374,0.4245383341866513,0.8652094342883012,0.3797019362604343
0.3521785848692198,0.3207469415925075,0.6126471525523565,0.31999614356023537
0.30649494684951195,0.9267109585095523,0.37868457985226406,0.3936475425384645
0.6329521682473034,1.0,1.0,0.5237438134684139
0.6101775403712036,0.7936574152345386,0.9762908157380973,0.354269834491321
0.6346683328740816,0.5255954427695072,0.4415474609788762,0.39571766186884255
0.6487906395817,0.2575202835077221,0.8379415610490388,0.4058022734808395
0.555359549073039,0.2508666780330304,0.5994050458897313,0.48484308822052846
0.8979726877204164,0.6567542315797272,0.7526974430662119,0.1753110666015395
0.27981920430469687,0.6255194662666052,0.7588448258026987,0.33932997052347036
0.4343005950439508,0.9204795778839288,0.6531184399367356,0.4211283692279473
0.5793490479701905,0.6951350277608417,0.5432468668827206,0.5200078956426861
0.2713622377691665,0.049075909472054646,0.5618917895367481,0.3508097552493795
